method,source_method,query_idx,query_name,k,effective_k,temperature,status,skip_reason,norm_l2,acc_at_0_1,recall,cosine,module,edit_cost,provenance_max_weight,provenance_entropy_norm,provenance_effective_exemplars,topk_names,topk_scores,weights,metric_impl
EPR-K3,TRR,801,Funeral Doom Fury,3,3,0.05,ok,,0.2803312406609959,0.7592592592592593,0.75,0.7173484219680271,0.3333333333333333,8.5084092073,0.4302667439,0.9530571206,2.7404136851,"[""K-Pop Shimmer Mystic"", ""Britpop Shimmer"", ""Drum and Bass Beat""]","[0.8999813088454909, 0.8935529679822819, 0.8594730786068678]","[0.43026674392361336, 0.3783571284312173, 0.19137612764516945]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,801,Funeral Doom Fury,5,5,0.05,ok,,0.2574215654352545,0.7962962962962963,0.8,0.7579371219030074,0.3333333333333333,7.525678026,0.3181483923,0.9496940208,4.2832983704,"[""K-Pop Shimmer Mystic"", ""Britpop Shimmer"", ""Drum and Bass Beat"", ""Power Metal Epic Rage"", ""Power Metal Epic Mayhem""]","[0.8999813088454909, 0.8935529679822819, 0.8594730786068678, 0.8558017857833059, 0.8548805743803134]","[0.31814839226790087, 0.2797653172443692, 0.14150758381544012, 0.13148955976509766, 0.12908914690719228]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,103,Drone Metal,3,3,0.05,ok,,0.20808401124374235,0.6444444444444445,0.5806451612903226,0.9054136529932517,0.8888888888888888,4.3850328388,0.6142949975,0.8497548574,2.2125415427,"[""Paisley Underground"", ""Ocean Waves Ambient"", ""Bubblegum Pop""]","[0.8166652587131795, 0.7614228216512098, 0.7559003222148265]","[0.6142949974650151, 0.2034919656819949, 0.1822130368529899]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,103,Drone Metal,5,5,0.05,ok,,0.19638668600211068,0.6888888888888889,0.6451612903225806,0.917607649971131,0.8888888888888888,4.0554510305,0.4791503083,0.8726412566,3.3349054581,"[""Paisley Underground"", ""Ocean Waves Ambient"", ""Bubblegum Pop"", ""Technical Death Metal"", ""Icelandic Ambient""]","[0.8166652587131795, 0.7614228216512098, 0.7559003222148265, 0.7508399662723344, 0.7339108087468426]","[0.4791503083284409, 0.15872380289803892, 0.1421262311265101, 0.1284459888141113, 0.09155366883289873]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,63,Art Rock Theatrical,3,3,0.05,ok,,0.07735136134923405,0.8461538461538461,0.8235294117647058,0.9869461835040062,1.0,1.8770358451,0.3797021525,0.9939515238,2.9608483321,"[""Psychedelic Folk"", ""Creole Zydeco"", ""Motorcycle Rock""]","[0.7998343750476095, 0.7934917288712491, 0.7856352623991754]","[0.37970215245083844, 0.3344656596332443, 0.28583218791591714]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,63,Art Rock Theatrical,5,5,0.05,ok,,0.08232775155609519,0.8461538461538461,0.8235294117647058,0.9847094335998037,1.0,1.8039058499,0.2484437546,0.9930714649,4.889136864,"[""Psychedelic Folk"", ""Creole Zydeco"", ""Motorcycle Rock"", ""Appalachian Folk"", ""Ragtime Piano""]","[0.7998343750476095, 0.7934917288712491, 0.7856352623991754, 0.7844348609704581, 0.7787920006593294]","[0.24844375463303645, 0.2188449650304713, 0.18702349065561444, 0.18258689539776954, 0.16310089428310823]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,835,Smooth Jazz Lead Velvet,3,3,0.05,ok,,0.033795672031892335,0.9743589743589743,0.9583333333333334,0.9961805729036063,1.0,0.657671139,0.5221319918,0.8893561997,2.4496559726,"[""Middle Eastern Sahara"", ""Middle Eastern Tropical"", ""Deep House Cyber""]","[0.7812014275896365, 0.7601077156690946, 0.7137337734652367]","[0.5221319917978456, 0.34242278100348683, 0.13544522719866753]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,835,Smooth Jazz Lead Velvet,5,5,0.05,ok,,0.03560479082854854,0.9743589743589743,0.9583333333333334,0.9959387516566137,1.0,0.7228596928,0.4465579861,0.8380302493,3.2344244955,"[""Middle Eastern Sahara"", ""Middle Eastern Tropical"", ""Deep House Cyber"", ""Lo-Fi Bedroom Pop Dream"", ""Bluegrass Flatpick Twang""]","[0.7812014275896365, 0.7601077156690946, 0.7137337734652367, 0.6948486681417442, 0.685103141316209]","[0.44655798605235364, 0.2928601002532827, 0.11584072385600566, 0.07940124680034961, 0.06533994303800837]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,436,Nostalgic VHS,3,3,0.05,ok,,0.2826839296991563,0.5964912280701754,0.37142857142857144,0.7637025561798605,0.4444444444444444,13.5828631025,0.4872615434,0.9538295049,2.7096824509,"[""Cosmic Jazz"", ""Roots Reggae"", ""Q-pop Middle Eastern""]","[0.7592001306792615, 0.7288715658113625, 0.7252447068902041]","[0.48726154335441707, 0.2656633037336543, 0.24707515291192853]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,436,Nostalgic VHS,5,5,0.05,ok,,0.2759729719415455,0.6140350877192983,0.4,0.7766656143933375,0.4444444444444444,13.2639024803,0.3697565259,0.9409532815,4.1377926749,"[""Cosmic Jazz"", ""Roots Reggae"", ""Q-pop Middle Eastern"", ""Delta Blues Raw"", ""Nightcore Speed""]","[0.7592001306792615, 0.7288715658113625, 0.7252447068902041, 0.7057659190021737, 0.7004367443426582]","[0.36975652586552576, 0.2015975641382894, 0.18749201822799683, 0.12699662576080395, 0.11415726600738407]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1008,Indie Pop Jangle Hazy,3,3,0.05,ok,,0.20326251315750174,0.7592592592592593,0.6,0.8238242289313973,0.3333333333333333,7.8652590408,0.386343219,0.989647497,2.934872786,"[""Drum and Bass Beat"", ""Power Metal Epic Rage"", ""Power Metal Epic Mayhem""]","[0.9310751662160579, 0.9256639991381941, 0.9125904088527599]","[0.3863432190343589, 0.34671489060744437, 0.26694189035819677]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1008,Indie Pop Jangle Hazy,5,5,0.05,ok,,0.1990901795960483,0.7592592592592593,0.6,0.829747600123192,0.3333333333333333,7.8823315878,0.2684175391,0.983061526,4.7380748502,"[""Drum and Bass Beat"", ""Power Metal Epic Rage"", ""Power Metal Epic Mayhem"", ""Trap Metal Neon"", ""Technical Thrash Mayhem""]","[0.9310751662160579, 0.9256639991381941, 0.9125904088527599, 0.9031804843436296, 0.9025068592921158]","[0.2684175391238928, 0.2408851848029546, 0.18546173911921285, 0.15364582444848282, 0.151589712505457]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,174,Nu-Disco Groove,3,3,0.05,ok,,0.05051380829279945,0.9487179487179487,0.9411764705882353,0.993866750414647,1.0,1.2481580821,0.4085432907,0.9886499489,2.9247856879,"[""Multicultural Fusion"", ""Dancy Synthpop"", ""Country Twang""]","[0.8101108115404863, 0.7950574355836597, 0.7928235819202716]","[0.4085432907294047, 0.3023333946947149, 0.2891233145758804]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,174,Nu-Disco Groove,5,5,0.05,ok,,0.061030101917044347,0.8205128205128205,0.7941176470588235,0.990904449804909,1.0,1.5068364652,0.2906026074,0.9772022979,4.652747629,"[""Multicultural Fusion"", ""Dancy Synthpop"", ""Country Twang"", ""Macedonian Brass"", ""Merseybeat Jangle""]","[0.8101108115404863, 0.7950574355836597, 0.7928235819202716, 0.7789511360362704, 0.7709763695410923]","[0.290602607442894, 0.21505400971947025, 0.20565749333020591, 0.15582961730886188, 0.13285627219856805]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,813,Technical Thrash Wrath,3,3,0.05,ok,,0.0255024733812801,0.9743589743589743,0.9444444444444444,0.9981425954383655,1.0,0.3276002557,0.3963348826,0.974318918,2.8494282602,"[""Funeral Doom Wrath"", ""Nu Metal 7-String Doom"", ""Technical Thrash Doom""]","[0.8958904775317122, 0.8935471438832082, 0.8676883167185312]","[0.3963348826392428, 0.3781885361446259, 0.2254765812161313]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,813,Technical Thrash Wrath,5,5,0.05,ok,,0.038276332234851,0.9487179487179487,0.8888888888888888,0.9971469174846512,1.0,0.2835626662,0.2825691038,0.9702722243,4.5540152135,"[""Funeral Doom Wrath"", ""Nu Metal 7-String Doom"", ""Technical Thrash Doom"", ""Technical Thrash Rage"", ""Techno Industrial Bass""]","[0.8958904775317122, 0.8935471438832082, 0.8676883167185312, 0.8622056319295566, 0.861831343599653]","[0.28256910375674943, 0.2696315676224127, 0.16075475125506825, 0.14405947335173308, 0.14298510401403655]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,380,Honky Tonk Tears,3,3,0.05,ok,,0.12217969283378746,0.6666666666666666,0.6176470588235294,0.9771623696421755,1.0,3.3283418402,0.4179251705,0.9841552816,2.8972455394,"[""Desert Blues"", ""Dark Cabaret"", ""Neo-Soul Keys""]","[0.726203626063075, 0.7119663543329746, 0.7039335584667279]","[0.41792517046564726, 0.31436570187389634, 0.26770912766045646]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,380,Honky Tonk Tears,5,5,0.05,ok,,0.1465945741887184,0.6153846153846154,0.5588235294117647,0.9652026865410331,1.0,4.0136824914,0.2809855658,0.9857272855,4.767890738,"[""Desert Blues"", ""Dark Cabaret"", ""Neo-Soul Keys"", ""Chromatic Jazz"", ""C86 Indie""]","[0.726203626063075, 0.7119663543329746, 0.7039335584667279, 0.700439022672887, 0.6979925447604546]","[0.28098556580300726, 0.21135894856889706, 0.17999011790194633, 0.16784001482255095, 0.15982535290359837]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,225,Slacker Rock,3,3,0.05,ok,,0.20793099802484216,0.7555555555555555,0.7352941176470589,0.8865298905418694,0.8888888888888888,3.9398314408,0.4113536162,0.9877993364,2.9192239368,"[""Otaku Pop"", ""Cosmic Disco"", ""Scandinavian Black Metal""]","[0.8054420935696376, 0.7898468469855745, 0.7875330984894913]","[0.4113536162054321, 0.30113187537263547, 0.2875145084219325]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,225,Slacker Rock,5,5,0.05,ok,,0.09415321413961064,0.7948717948717948,0.7647058823529411,0.9785396238946529,1.0,2.3065091911,0.2845124191,0.982738982,4.7271144465,"[""Otaku Pop"", ""Cosmic Disco"", ""Scandinavian Black Metal"", ""Teen Pop Bubble"", ""Russian Synthpop""]","[0.8054420935696376, 0.7898468469855745, 0.7875330984894913, 0.7773903486824472, 0.772084531569253]","[0.28451241913382846, 0.20827763502093088, 0.1988591934155879, 0.1623479720683698, 0.14600278036128297]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,960,Country Telecaster Frontier,3,3,0.05,ok,,0.20969848755438222,0.7592592592592593,0.6,0.811264657619098,0.3333333333333333,7.7894337159,0.3591314029,0.9985698909,2.9905152196,"[""Sludge Metal Rage"", ""Free Jazz Avantgarde Nocturne"", ""Raw Black Metal Wrath""]","[0.8871602296200197, 0.8822993449610352, 0.8806056634267279]","[0.35913140286224554, 0.3258609162378194, 0.3150076808999351]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,960,Country Telecaster Frontier,5,5,0.05,ok,,0.20238002730487492,0.7592592592592593,0.6,0.8214414339216479,0.3333333333333333,7.7534182639,0.2434375489,0.991140141,4.8635855661,"[""Sludge Metal Rage"", ""Free Jazz Avantgarde Nocturne"", ""Raw Black Metal Wrath"", ""Mathcore Dissonant Onslaught"", ""Contemporary Jazz Smoky""]","[0.8871602296200197, 0.8822993449610352, 0.8806056634267279, 0.8683543538241641, 0.8645961856423994]","[0.24343754890849306, 0.22088511921202955, 0.21352824374159057, 0.16712514801158648, 0.15502394012630036]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,119,Footwork Jungle,3,3,0.05,ok,,0.1816140735403396,0.6153846153846154,0.5454545454545454,0.9387994532935957,1.0,5.0141467086,0.4811799866,0.9571092771,2.7291501163,"[""Gypsy Jazz"", ""VHS Glitch"", ""Synthwave Sunset""]","[0.8790209309578498, 0.8504100782488693, 0.8457396020500145]","[0.48117998657488714, 0.27151688755993497, 0.24730312586517778]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,119,Footwork Jungle,5,5,0.05,ok,,0.1591970360728515,0.6153846153846154,0.5454545454545454,0.9546899236224398,1.0,4.3898818829,0.4062366439,0.887383596,3.6589663381,"[""Gypsy Jazz"", ""VHS Glitch"", ""Synthwave Sunset"", ""Epic Choral"", ""Electroclash""]","[0.8790209309578498, 0.8504100782488693, 0.8457396020500145, 0.797610336847874, 0.7952192663707947]","[0.4062366438780204, 0.22922838072232984, 0.20878589025933664, 0.0797362229924716, 0.07601286214784132]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,277,Yacht Rock Smooth,3,3,0.05,ok,,0.05631612834404455,0.9230769230769231,0.85,0.9871117999997863,1.0,1.1176930432,0.5388515945,0.9170553074,2.5142053447,"[""New Wave Clean"", ""Gritty Synth"", ""Piano Ballad""]","[0.8278462816925642, 0.7901399573029562, 0.7801696451151425]","[0.5388515944507788, 0.25348729672432274, 0.20766110882489847]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,277,Yacht Rock Smooth,5,5,0.05,ok,,0.1941247986268546,0.7,0.8636363636363636,0.8409479375042677,0.3333333333333333,10.6472210488,0.4220627505,0.9083739359,3.7378912484,"[""New Wave Clean"", ""Gritty Synth"", ""Piano Ballad"", ""Grime UK"", ""Seapunk Aquatic""]","[0.8278462816925642, 0.7901399573029562, 0.7801696451151425, 0.7615930528810639, 0.7580758135105385]","[0.42206275050428604, 0.19854733061040702, 0.16265335329060163, 0.11217828372069784, 0.10455828187400734]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,749,Sludge Metal Wrath,3,3,0.05,ok,,0.080155966990507,0.9230769230769231,0.8333333333333334,0.9829478142474393,1.0,0.3205505608,0.3424442285,0.9996480438,2.9976933733,"[""Sludge Metal Onslaught"", ""Hardstyle Psychedelic Beat"", ""Raw Black Metal Fury""]","[0.831037053371124, 0.830221098505176, 0.8277498351749218]","[0.3424442285218946, 0.3369011994601632, 0.3206545720179422]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,749,Sludge Metal Wrath,5,5,0.05,ok,,0.24043728393329666,0.7288135593220338,0.75,0.7684527610985011,0.2857142857142857,9.4147727583,0.2121785271,0.9992556924,4.9881047474,"[""Sludge Metal Onslaught"", ""Hardstyle Psychedelic Beat"", ""Raw Black Metal Fury"", ""Techno Industrial Neon"", ""Hardstyle Psychedelic Cyber""]","[0.831037053371124, 0.830221098505176, 0.8277498351749218, 0.8269694007680479, 0.8241291238376602]","[0.21217852708380597, 0.2087440649321809, 0.19867765062685291, 0.19560062973930098, 0.1847991276178593]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,16,Midwest Emo,3,3,0.05,ok,,0.17533827382109016,0.7111111111111111,0.5,0.8681326554250814,0.3333333333333333,4.7225679351,0.5725322618,0.8910205837,2.3857379191,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134]","[0.572532261775215, 0.21373386911239242, 0.21373386911239242]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,16,Midwest Emo,5,5,0.05,ok,,0.19598945297411782,0.7592592592592593,0.5652173913043478,0.8254405938796295,0.3333333333333333,7.1959641555,0.4010824528,0.9343163413,3.9913357514,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]","[0.401082452824624, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1070,Midwest Emo Twinkled,3,3,0.05,ok,,0.19256084568355486,0.6888888888888889,0.4782608695652174,0.8463549793704614,0.3333333333333333,5.2276373271,0.5725322618,0.8910205837,2.3857379191,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134]","[0.572532261775215, 0.21373386911239242, 0.21373386911239242]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1070,Midwest Emo Twinkled,5,5,0.05,ok,,0.19718857712543686,0.7592592592592593,0.5833333333333334,0.8305663970257274,0.3333333333333333,7.2699677679,0.4010824528,0.9343163413,3.9913357514,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]","[0.401082452824624, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1114,Midwest Emo - Warm Room Take,3,3,0.05,ok,,0.17533827382109016,0.7111111111111111,0.5,0.8681326554250814,0.3333333333333333,4.7225679351,0.5725322618,0.8910205837,2.3857379191,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134]","[0.572532261775215, 0.21373386911239242, 0.21373386911239242]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1114,Midwest Emo - Warm Room Take,5,5,0.05,ok,,0.19598945297411782,0.7592592592592593,0.5652173913043478,0.8254405938796295,0.3333333333333333,7.1959641555,0.4010824528,0.9343163413,3.9913357514,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]","[0.401082452824624, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1144,Midwest Emo - Open Chord Mix,3,3,0.05,ok,,0.17533827382109016,0.7111111111111111,0.5,0.8681326554250814,0.3333333333333333,4.7225679351,0.5725322618,0.8910205837,2.3857379191,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134]","[0.572532261775215, 0.21373386911239242, 0.21373386911239242]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1144,Midwest Emo - Open Chord Mix,5,5,0.05,ok,,0.19598945297411782,0.7592592592592593,0.5652173913043478,0.8254405938796295,0.3333333333333333,7.1959641555,0.4010824528,0.9343163413,3.9913357514,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]","[0.401082452824624, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1174,Midwest Emo - Glass Tone Pass,3,3,0.05,ok,,0.17533827382109016,0.7111111111111111,0.5,0.8681326554250814,0.3333333333333333,4.7225679351,0.5725322618,0.8910205837,2.3857379191,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134]","[0.572532261775215, 0.21373386911239242, 0.21373386911239242]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1174,Midwest Emo - Glass Tone Pass,5,5,0.05,ok,,0.19598945297411782,0.7592592592592593,0.5652173913043478,0.8254405938796295,0.3333333333333333,7.1959641555,0.4010824528,0.9343163413,3.9913357514,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]","[0.401082452824624, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1204,Midwest Emo - Natural Body Edit,3,3,0.05,ok,,0.17533827382109016,0.7111111111111111,0.5,0.8681326554250814,0.3333333333333333,4.7225679351,0.5725322618,0.8910205837,2.3857379191,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134]","[0.572532261775215, 0.21373386911239242, 0.21373386911239242]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1204,Midwest Emo - Natural Body Edit,5,5,0.05,ok,,0.19598945297411782,0.7592592592592593,0.5652173913043478,0.8254405938796295,0.3333333333333333,7.1959641555,0.4010824528,0.9343163413,3.9913357514,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]","[0.401082452824624, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395, 0.14972938679384395]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1234,Midwest Emo - Bright Air Version,3,3,0.05,ok,,0.17533827382109016,0.7111111111111111,0.5,0.8681326554250814,0.3333333333333333,4.7225679351,0.5725322618,0.8910205837,2.3857379191,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134]","[0.572532261775215, 0.21373386911239242, 0.21373386911239242]",epr_rcpp_softmax_topk_observed_kb_range
