k,post_range_violations,post_switch_collisions,post_valid,pre_range_violations,pre_switch_collisions,pre_valid,query_idx,query_name,range_repaired,source_method,switch_repaired,temperature
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,149,J-Rock Power,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,801,Funeral Doom Fury,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,103,Drone Metal,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,63,Art Rock Theatrical,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,835,Smooth Jazz Lead Velvet,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,436,Nostalgic VHS,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']",['Flanger'],False,1008,Indie Pop Jangle Hazy,True,PaSST,True,0.05
5,[],[],True,[],"['Driver', 'Phaser', 'Screamer']",False,174,Nu-Disco Groove,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,813,Technical Thrash Wrath,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser']",False,380,Honky Tonk Tears,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,225,Slacker Rock,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,960,Country Telecaster Frontier,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Delay', 'Flanger']",False,119,Footwork Jungle,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,277,Yacht Rock Smooth,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,749,Sludge Metal Wrath,True,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,16,Midwest Emo,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,1070,Midwest Emo Twinkled,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,1114,Midwest Emo - Warm Room Take,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,1144,Midwest Emo - Open Chord Mix,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,1174,Midwest Emo - Glass Tone Pass,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,1204,Midwest Emo - Natural Body Edit,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,1234,Midwest Emo - Bright Air Version,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,1264,Midwest Emo - Round Note Cut,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,248,Talk Box Funk,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Delay', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'PhaserOn.Frequency']","['Chorus', 'Delay', 'Flanger', 'Phaser']",False,1054,Lo-Fi Bedroom Pop Indie,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,865,Free Jazz Avantgarde Blue,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,343,Emo Piano,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,645,Deep House Synth,True,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Delay']",False,999,Americana Alt Outlaw,True,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Reverb']",False,498,Spanish Guitar,True,PaSST,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,118,Flamenco Fusion,True,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Delay', 'Driver', 'Reverb', 'Screamer']",False,983,Country Rock Twang Outlaw,True,PaSST,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,332,Dirty South Trap,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,84,Cloud Rap Ethereal,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,365,Ghostly Pad,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,812,Technical Thrash Chaos,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,938,Modern R&B Sweet,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,717,Overtone Drone Static,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Screamer']",False,656,UK Garage Wave,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1048,Power Pop Hazy,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,504,Sub-Bass Drone,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,461,Power Ballad,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,281,2-Step Garage,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,593,Trap Metal Pulse,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,429,Neo-Classical Metal,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,845,Gypsy Jazz Manouche Crescendo,True,PaSST,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,603,Hyperpop Glitch Cyber,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,977,Country Rock Twang Twang,True,PaSST,True,0.05
5,[],[],True,['PhaserOn.Frequency'],"['Chorus', 'Flanger', 'Phaser']",False,916,Southern Soul Gospel Soulful,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,220,Sega Mauritian,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Delay', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']",['Flanger'],False,869,Free Jazz Avantgarde Crescendo,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,241,Stripped Acoustic,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,831,Complex Jazz Fusion Groove,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,534,Reggae Skank Mystic,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Flanger', 'Phaser', 'Reverb']",False,282,3-Chord Punk,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,537,K-Pop Shimmer Sunset,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,722,Modular Hybrid Echo,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,857,Cool Jazz Blue,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,400,Karaoke Pop,True,PaSST,True,0.05
5,[],[],True,[],[],True,699,Spectral Freeze Drift,False,PaSST,False,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1005,Indie Pop Jangle Radio,False,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Delay']",False,849,Acid Jazz Funk Blue,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,972,Nashville Session Honky,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,716,Overtone Drone Glitch,False,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,919,Southern Soul Gospel Motown,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1022,Chamber Pop Indie,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,862,Cool Jazz Improv,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Compressor', 'Delay', 'Reverb', 'Screamer']",False,39,Symphonic Metal,True,PaSST,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,945,Soul Clap Groove,False,PaSST,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,153,Lo-Fi House,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,897,Motown Soul Groove,True,PaSST,True,0.05
5,[],[],True,[],"['Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser']",False,133,Heartland Rock,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,775,Deathcore Breakdown Venom,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,695,Granular Texture Aether,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,91,D-beat Punk,True,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,70,Big Band Swing,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Compressor', 'Driver', 'Equaliser', 'Flanger', 'Phaser', 'Screamer']",False,487,Shoegaze Drone,True,PaSST,True,0.05
5,[],[],True,[],[],True,266,Urban Cowboy,False,PaSST,False,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,672,Glitch Noise Prism,False,PaSST,True,0.05
5,[],[],True,"['CompressorOn.Release', 'DelayOn.Mix', 'FlangerOn.Delay', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,627,Techno Industrial Cyber,True,PaSST,True,0.05
5,[],[],True,[],[],True,33,Swedish Death Metal,False,PaSST,False,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver']",False,1036,Britpop Glimmer,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,841,Gypsy Jazz Manouche Blue,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,193,Post-Punk Bassline,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,188,Polka Accordion,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,297,Berlin Techno,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,247,Tabla Fusion,True,PaSST,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,589,Future Bass Pluck Synth,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,324,Cyber R&B,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Feedback', 'FlangerOn.Frequency', 'PhaserOn.Frequency']","['Chorus', 'Flanger', 'Phaser']",False,394,Italian Disco,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Flanger', 'Phaser']",False,817,Folk Metal Acoustic Fury,False,PaSST,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,610,Drum and Bass Neon,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Phaser', 'Screamer']",False,93,Darkwave Synth,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Reverb', 'Screamer']",False,455,Philharmonic Rock,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,294,Barbershop Quartet,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,601,Hyperpop Glitch Pulse,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1009,Dream Pop Dream,True,PaSST,True,0.05
5,[],[],True,[],[],True,617,Dubstep Wobble Pulse,False,PaSST,False,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,818,Folk Metal Acoustic Rage,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,986,Western Swing Sunrise,True,PaSST,True,0.05
5,[],[],True,"['CompressorOn.Release', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,208,Retro Electro,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,553,Celtic Folk Sunset,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,944,Modern R&B Philly,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,834,Smooth Jazz Lead Smoky,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,340,East Coast Boom Bap,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,560,Celtic Folk Heritage,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1038,Britpop Indie,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,723,Modular Hybrid Drift,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Feedback'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,298,Bhangra Fusion,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,564,Indian Classical Sitar Tropical,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Delay', 'Flanger']",False,308,Chamber Pop,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,111,Epic Orchestral Rock,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,501,Spring Reverb Surf,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,955,Country Telecaster Dusty,False,PaSST,True,0.05
5,[],[],True,[],['Chorus'],False,520,Bossa Nova Acoustic Heritage,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,896,Neo-Soul Rhythm Philly,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,327,Deep Dub,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Delay', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'PhaserOn.Frequency']","['Chorus', 'Flanger', 'Phaser']",False,1017,Chamber Pop Dream,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Reverb']",False,1084,Rotary Speaker Fast,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,186,Pirate Metal,True,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,917,Southern Soul Gospel Gospel,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,291,Auto-Tune Pop,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,488,Sitar Fusion,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,454,Phased Synth,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,391,Iranian Classical,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,128,Gothic Rock Reverb,False,PaSST,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Reverb', 'Screamer']",False,666,Glitch Noise Echo,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,499,Spectral Glow,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,682,Prepared Guitar Echo,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1010,Dream Pop Shimmer,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,2,Neo-Soul Clean,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1072,Neo-Soul Clean Rhythm,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1116,Neo-Soul Clean - Pocket Groove Cut,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1146,Neo-Soul Clean - Sync Pulse Mix,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1176,Neo-Soul Clean - Muted Snap Take,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1206,Neo-Soul Clean - Chic Rhythm Pass,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1236,Neo-Soul Clean - Tight Jam Edit,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1266,Neo-Soul Clean - Velvet Groove Version,False,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,816,Technical Thrash Onslaught,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,191,Post-Hardcore Screamo,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,28,Hard Rock Crunch,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1080,Hard Rock Crunch,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1107,Hard Rock Crunch - Vintage Drive Mix,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1137,Hard Rock Crunch - Raw Amp Pass,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1167,Hard Rock Crunch - Grit Stack Take,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1197,Hard Rock Crunch - Classic Crunch Edit,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1227,Hard Rock Crunch - Hot Valve Version,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1257,Hard Rock Crunch - Saturated Bite Cut,True,PaSST,True,0.05
